ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,holidays,holidays_lower,holidays_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (Observed),Independence Day (Observed)_lower,Independence Day (Observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2020-03-17T00:00:00Z,31260.624106372154,-2087.5164903507034,-2087.5164903507034,-2087.5164903507034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.5164903507034,-2087.5164903507034,-2087.5164903507034,0,0,0,14413.650570651396,44292.586432932425,31260.624106372154,31260.624106372154,29173.10761602145
2020-03-18T00:00:00Z,32898.493248926825,3550.6262555056355,3550.6262555056355,3550.6262555056355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.6262555056355,3550.6262555056355,3550.6262555056355,0,0,0,22093.124831066227,52020.983723949306,32898.493248926825,32898.493248926825,36449.11950443246
2020-03-19T00:00:00Z,34536.3623914815,7696.001354122379,7696.001354122379,7696.001354122379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.001354122379,7696.001354122379,7696.001354122379,0,0,0,26740.38176941658,56366.13078874894,34536.3623914815,34536.3623914815,42232.363745603885
2020-03-20T00:00:00Z,36174.231534036204,8056.991472768274,8056.991472768274,8056.991472768274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.991472768274,8056.991472768274,8056.991472768274,0,0,0,28689.56468004674,59257.60367135978,36174.231534036204,36174.231534036204,44231.22300680448
2020-03-21T00:00:00Z,37812.100676590875,2552.073411551667,2552.073411551667,2552.073411551667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.073411551667,2552.073411551667,2552.073411551667,0,0,0,25841.838768195354,56207.99112348766,37812.100676590875,37812.100676590875,40364.17408814254
2020-03-22T00:00:00Z,39449.96981914557,-8144.074569298769,-8144.074569298769,-8144.074569298769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569298769,-8144.074569298769,-8144.074569298769,0,0,0,15257.248133063375,45990.07003842605,39449.96981914557,39449.96981914557,31305.8952498468
2020-03-23T00:00:00Z,41087.838980953165,-11624.101434298009,-11624.101434298009,-11624.101434298009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.101434298009,-11624.101434298009,-11624.101434298009,0,0,0,15205.861009321583,44235.988954806686,41087.838980953165,41087.838980953165,29463.737546655157
2020-03-24T00:00:00Z,42725.70814276075,-2087.5164903426266,-2087.5164903426266,-2087.5164903426266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.5164903426266,-2087.5164903426266,-2087.5164903426266,0,0,0,25504.094274319144,55832.50661140503,42725.70814276075,42725.70814276075,40638.19165241812
2020-03-25T00:00:00Z,44363.577304568345,3550.6262554902387,3550.6262554902387,3550.6262554902387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.6262554902387,3550.6262554902387,3550.6262554902387,0,0,0,33469.31719796346,63383.29994587553,44363.577304568345,44363.577304568345,47914.20356005858
2020-03-26T00:00:00Z,46001.44646637592,7696.001354119663,7696.001354119663,7696.001354119663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.001354119663,7696.001354119663,7696.001354119663,0,0,0,37143.0369720646,67923.25784446832,46001.44646637592,46001.44646637592,53697.44782049558
2020-03-27T00:00:00Z,47639.31562818352,8056.991472768549,8056.991472768549,8056.991472768549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.991472768549,8056.991472768549,8056.991472768549,0,0,0,40173.63839839931,71421.00544070065,47639.31562818352,47639.31562818352,55696.307100952065
2020-03-28T00:00:00Z,49277.184789991115,2552.0734115429054,2552.0734115429054,2552.0734115429054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.0734115429054,2552.0734115429054,2552.0734115429054,0,0,0,37210.79133046561,67850.5366890939,49277.184789991115,49277.184789991115,51829.25820153402
2020-03-29T00:00:00Z,50915.053755271234,-8144.074569304329,-8144.074569304329,-8144.074569304329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569304329,-8144.074569304329,-8144.074569304329,0,0,0,28745.156318449237,58343.07971981274,50915.053755271234,50915.053755271234,42770.979185966906
2020-03-30T00:00:00Z,52552.92272055135,-11624.101434298604,-11624.101434298604,-11624.101434298604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.101434298604,-11624.101434298604,-11624.101434298604,0,0,0,26219.79270674538,55381.408696226245,52552.92272055135,52552.92272055135,40928.82128625275
2020-03-31T00:00:00Z,54190.79168583148,-2087.516490374739,-2087.516490374739,-2087.516490374739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.516490374739,-2087.516490374739,-2087.516490374739,0,0,0,36824.90212386945,67606.82594320047,54190.79168583148,54190.79168583148,52103.275195456736
2020-04-01T00:00:00Z,55828.6606511116,3550.626255493737,3550.626255493737,3550.626255493737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.626255493737,3550.626255493737,3550.626255493737,0,0,0,44697.53669712033,74422.54764260672,55828.6606511116,55828.6606511116,59379.28690660533
2020-04-02T00:00:00Z,57466.52961639173,7696.0013541241,7696.0013541241,7696.0013541241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.0013541241,7696.0013541241,7696.0013541241,0,0,0,49427.8074232686,79368.38928540917,57466.52961639173,57466.52961639173,65162.53097051583
2020-04-03T00:00:00Z,59104.39858167185,8056.9914727638625,8056.9914727638625,8056.9914727638625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.9914727638625,8056.9914727638625,8056.9914727638625,0,0,0,52192.49536600692,82825.36398890385,59104.39858167185,59104.39858167185,67161.39005443572
2020-04-04T00:00:00Z,60522.91163344739,2552.073411575676,2552.073411575676,2552.073411575676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.073411575676,2552.073411575676,2552.073411575676,0,0,0,48049.679035078974,77981.61639305891,60522.91163344739,60522.91163344739,63074.985045023066
2020-04-05T00:00:00Z,61941.42468522294,-8144.074569278075,-8144.074569278075,-8144.074569278075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569278075,-8144.074569278075,-8144.074569278075,0,0,0,39025.680331892436,68816.84765565959,61941.42468522294,61941.42468522294,53797.350115944864
2020-04-06T00:00:00Z,63359.93773699848,-11624.101434292983,-11624.101434292983,-11624.101434292983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.101434292983,-11624.101434292983,-11624.101434292983,0,0,0,36510.98989631781,67629.7366729206,63359.93773699848,63359.93773699848,51735.836302705495
2020-04-07T00:00:00Z,64778.45078877403,-2087.5164903675627,-2087.5164903675627,-2087.5164903675627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.5164903675627,-2087.5164903675627,-2087.5164903675627,0,0,0,47223.85678151887,76756.66193222265,64778.45078877403,64778.45078877403,62690.93429840647
2020-04-08T00:00:00Z,66196.96384054958,3550.6262554972373,3550.6262554972373,3550.6262554972373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.6262554972373,3550.6262554972373,3550.6262554972373,0,0,0,53999.16935557711,84032.30172234293,66196.96384054958,66196.96384054958,69747.59009604681
2020-04-09T00:00:00Z,67197.72209746062,7696.001354124963,7696.001354124963,7696.001354124963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.001354124963,7696.001354124963,7696.001354124963,0,0,0,58927.61859937678,88544.51763822767,67197.72209746062,67197.72209746062,74893.72345158558
2020-04-10T00:00:00Z,68198.48035437163,8056.991472769096,8056.991472769096,8056.991472769096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.991472769096,8056.991472769096,8056.991472769096,0,0,0,61897.31332749946,90877.67246101698,68198.48035437163,68198.48035437163,76255.47182714072
2020-04-11T00:00:00Z,69199.23861128265,2552.0734115722753,2552.0734115722753,2552.0734115722753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.0734115722753,2552.0734115722753,2552.0734115722753,0,0,0,57630.19667700637,85637.66572165865,69199.23861128265,69199.23861128265,71751.31202285492
2020-04-12T00:00:00Z,70199.99686819369,-8144.074569278934,-8144.074569278934,-8144.074569278934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569278934,-8144.074569278934,-8144.074569278934,0,0,0,46825.61102049662,77312.47118451889,70199.99686819369,70199.99686819369,62055.92229891475
2020-04-13T00:00:00Z,71200.7551251047,-11624.101434287366,-11624.101434287366,-11624.101434287366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.101434287366,-11624.101434287366,-11624.101434287366,0,0,0,43813.31759851695,74534.93806424587,71200.7551251047,71200.7551251047,59576.65369081733
2020-04-14T00:00:00Z,72201.51338201572,-2087.5164903603886,-2087.5164903603886,-2087.5164903603886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.5164903603886,-2087.5164903603886,-2087.5164903603886,0,0,0,54617.028664414225,85404.57759038417,72201.51338201572,72201.51338201572,70113.99689165533
2020-04-15T00:00:00Z,72999.19345737061,3550.6262555007374,3550.6262555007374,3550.6262555007374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.6262555007374,3550.6262555007374,3550.6262555007374,0,0,0,60297.94302898326,92098.45852528833,72999.19345737061,72999.19345737061,76549.81971287135
2020-04-16T00:00:00Z,73796.87353272551,7696.001354116597,7696.001354116597,7696.001354116597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.001354116597,7696.001354116597,7696.001354116597,0,0,0,65613.10267687365,97092.84868156664,73796.87353272551,73796.87353272551,81492.87488684211
2020-04-17T00:00:00Z,74594.5536080804,8056.991472764409,8056.991472764409,8056.991472764409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.991472764409,8056.991472764409,8056.991472764409,0,0,0,67477.56578948717,97371.70362623765,74594.5536080804,74594.5536080804,82651.54508084481
2020-04-18T00:00:00Z,75392.2336834353,2552.073411558153,2552.073411558153,2552.073411558153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.073411558153,2552.073411558153,2552.073411558153,0,0,0,62589.333773745195,93553.76911043854,75392.2336834353,75392.2336834353,77944.30709499346
2020-04-19T00:00:00Z,76189.91375879021,-8144.074569289195,-8144.074569289195,-8144.074569289195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569289195,-8144.074569289195,-8144.074569289195,0,0,0,52808.545169876685,83164.07703012701,76189.91375879021,76189.91375879021,68045.83918950101
2020-04-20T00:00:00Z,76987.5938341451,-11624.101434284852,-11624.101434284852,-11624.101434284852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.101434284852,-11624.101434284852,-11624.101434284852,0,0,0,50189.286582229644,80269.83626220451,76987.5938341451,76987.5938341451,65363.492399860246
2020-04-21T00:00:00Z,77785.27390613266,-2087.5164903916,-2087.5164903916,-2087.5164903916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.5164903916,-2087.5164903916,-2087.5164903916,0,0,0,59352.54329531996,90436.44143093236,77785.27390613266,77785.27390613266,75697.75741574106
2020-04-22T00:00:00Z,78582.95397812022,3550.626255502751,3550.626255502751,3550.626255502751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.626255502751,3550.626255502751,3550.626255502751,0,0,0,68588.97780793019,97854.3874396394,78582.95397812022,78582.95397812022,82133.58023362297
2020-04-23T00:00:00Z,79380.63405010778,7696.001354117457,7696.001354117457,7696.001354117457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.001354117457,7696.001354117457,7696.001354117457,0,0,0,71976.80551496988,102349.03697425502,79380.63405010778,79380.63405010778,87076.63540422524
2020-04-24T00:00:00Z,80178.31412209534,8056.991472759724,8056.991472759724,8056.991472759724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.991472759724,8056.991472759724,8056.991472759724,0,0,0,74373.16025493036,104057.97101138868,80178.31412209534,80178.31412209534,88235.30559485506
2020-04-25T00:00:00Z,80975.99419408292,2552.0734115547525,2552.0734115547525,2552.0734115547525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.0734115547525,2552.0734115547525,2552.0734115547525,0,0,0,68818.4101524926,99025.17011247919,80975.99419408292,80975.99419408292,83528.06760563767
2020-04-26T00:00:00Z,81773.67426607046,-8144.074569294754,-8144.074569294754,-8144.074569294754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569294754,-8144.074569294754,-8144.074569294754,0,0,0,58000.28508656184,88448.77051114869,81773.67426607046,81773.67426607046,73629.59969677571
2020-04-27T00:00:00Z,82571.35434514389,-11624.101434300073,-11624.101434300073,-11624.101434300073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.101434300073,-11624.101434300073,-11624.101434300073,0,0,0,55895.150800101816,85891.36040458229,82571.35434514389,82571.35434514389,70947.25291084382
2020-04-28T00:00:00Z,83369.03442421729,-2087.5164903853265,-2087.5164903853265,-2087.5164903853265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.5164903853265,-2087.5164903853265,-2087.5164903853265,0,0,0,66395.06221645414,95773.96570764996,83369.03442421729,83369.03442421729,81281.51793383196
2020-04-29T00:00:00Z,84166.7145032907,3550.626255507736,3550.626255507736,3550.626255507736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.626255507736,3550.626255507736,3550.626255507736,0,0,0,72778.48152275552,102675.08395424226,84166.7145032907,84166.7145032907,87717.34075879844
2020-04-30T00:00:00Z,84964.39458236413,7696.001354121896,7696.001354121896,7696.001354121896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.001354121896,7696.001354121896,7696.001354121896,0,0,0,77805.63503056312,108137.29904989128,84964.39458236413,84964.39458236413,92660.39593648602
2020-05-01T00:00:00Z,85762.07466143754,8056.991472769668,8056.991472769668,8056.991472769668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.991472769668,8056.991472769668,8056.991472769668,0,0,0,79081.83110385117,107736.508703799,85762.07466143754,85762.07466143754,93819.06613420721
2020-05-02T00:00:00Z,86559.75474051097,2552.0734115875234,2552.0734115875234,2552.0734115875234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.0734115875234,2552.0734115875234,2552.0734115875234,0,0,0,73871.1647259682,104804.52949868537,86559.75474051097,86559.75474051097,89111.82815209849
2020-05-03T00:00:00Z,87357.4348170309,-8144.074569300315,-8144.074569300315,-8144.074569300315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569300315,-8144.074569300315,-8144.074569300315,0,0,0,64471.31376518695,94846.29785204373,87357.4348170309,87357.4348170309,79213.36024773058
2020-05-04T00:00:00Z,88155.11489355082,-11624.10143429756,-11624.10143429756,-11624.10143429756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.10143429756,-11624.10143429756,-11624.10143429756,0,0,0,62029.5711048322,91724.61305317022,88155.11489355082,88155.11489355082,76531.01345925327
2020-05-05T00:00:00Z,88952.79497007077,-2087.51649037725,-2087.51649037725,-2087.51649037725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.51649037725,-2087.51649037725,-2087.51649037725,0,0,0,70738.90160867451,102023.67785429303,88952.79497007077,88952.79497007077,86865.27847969352
2020-05-06T00:00:00Z,89750.4750465907,3550.6262555097496,3550.6262555097496,3550.6262555097496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.6262555097496,3550.6262555097496,3550.6262555097496,0,0,0,78451.49160231242,108285.38662221233,89750.4750465907,89750.4750465907,93301.10130210045
2020-05-07T00:00:00Z,90548.15512311064,7696.001354122757,7696.001354122757,7696.001354122757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.001354122757,7696.001354122757,7696.001354122757,0,0,0,82282.4596378782,113368.55774297476,90548.15512311064,90548.15512311064,98244.1564772334
2020-05-08T00:00:00Z,91345.83519963056,8056.991472764982,8056.991472764982,8056.991472764982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.991472764982,8056.991472764982,8056.991472764982,0,0,0,84332.22583860015,114235.31631565782,91345.83519963056,91345.83519963056,99402.82667239555
2020-05-09T00:00:00Z,92143.52080745823,2552.0734115841224,2552.0734115841224,2552.0734115841224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.0734115841224,2552.0734115841224,2552.0734115841224,0,0,0,78859.87427227065,108994.60125515258,92143.52080745823,92143.52080745823,94695.59421904235
2020-05-10T00:00:00Z,92941.2064152859,-8144.074569305876,-8144.074569305876,-8144.074569305876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569305876,-8144.074569305876,-8144.074569305876,0,0,0,69678.58944162178,99450.73092016648,92941.2064152859,92941.2064152859,84797.13184598002
2020-05-11T00:00:00Z,93738.89202311356,-11624.101434291939,-11624.101434291939,-11624.101434291939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.101434291939,-11624.101434291939,-11624.101434291939,0,0,0,68663.02462688492,97638.05095070007,93738.89202311356,93738.89202311356,82114.79058882162
2020-05-12T00:00:00Z,94536.57763094123,-2087.516490370976,-2087.516490370976,-2087.516490370976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.516490370976,-2087.516490370976,-2087.516490370976,0,0,0,78284.900851206,106747.89127228258,94536.57763094123,94536.57763094123,92449.06114057025
2020-05-13T00:00:00Z,95334.26323876888,3550.6262554958384,3550.6262554958384,3550.6262554958384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.6262554958384,3550.6262554958384,3550.6262554958384,0,0,0,84471.90062310235,114113.92109360074,95334.26323876888,95334.26323876888,98884.88949426472
2020-05-14T00:00:00Z,96131.94884659654,7696.001354123617,7696.001354123617,7696.001354123617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.001354123617,7696.001354123617,7696.001354123617,0,0,0,89170.34493511403,118532.8044948217,96131.94884659654,96131.94884659654,103827.95020072015
2020-05-15T00:00:00Z,96942.82279083553,8056.991472765257,8056.991472765257,8056.991472765257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.991472765257,8056.991472765257,8056.991472765257,0,0,0,89928.4424604835,119437.26481955004,96942.82279083553,96942.82279083553,104999.81426360078
2020-05-16T00:00:00Z,97753.69673507451,2552.0734115700006,2552.0734115700006,2552.0734115700006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.0734115700006,2552.0734115700006,2552.0734115700006,0,0,0,86037.13190752607,115206.01486963086,97753.69673507451,97753.69673507451,100305.77014664451
2020-05-17T00:00:00Z,98564.5706793135,-8144.074569316134,-8144.074569316134,-8144.074569316134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569316134,-8144.074569316134,-8144.074569316134,0,0,0,75504.93050634698,104304.73908224501,98564.5706793135,98564.5706793135,90420.49610999737
2020-05-18T00:00:00Z,99375.44462355248,-11624.101434310265,-11624.101434310265,-11624.101434310265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.101434310265,-11624.101434310265,-11624.101434310265,0,0,0,72751.94466570352,101616.44089902575,99375.44462355248,99375.44462355248,87751.34318924221
2020-05-19T00:00:00Z,100186.31856779147,-2087.516490364702,-2087.516490364702,-2087.516490364702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.516490364702,-2087.516490364702,-2087.516490364702,0,0,0,82501.46457140894,113261.15906426139,100186.31856779147,100186.31856779147,98098.80207742678
2020-05-20T00:00:00Z,100997.1925120305,3550.6262554993377,3550.6262554993377,3550.6262554993377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.6262554993377,3550.6262554993377,3550.6262554993377,0,0,0,89785.956473540107,119656.63226773198,100997.1925120305,100997.1925120305,104547.81876752984
2020-05-21T00:00:00Z,101988.49235761035,7696.001354124478,7696.001354124478,7696.001354124478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.001354124478,7696.001354124478,7696.001354124478,0,0,0,94886.51938515037,127559.22752773043,101988.49235761035,101988.49235761035,109684.49371173483
2020-05-22T00:00:00Z,102979.79220319023,8056.99147276553,8056.99147276553,8056.99147276553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.99147276553,8056.99147276553,8056.99147276553,0,0,0,95952.97703795915,126315.29862171625,102979.79220319023,102979.79220319023,111036.78367595575
2020-05-23T00:00:00Z,103971.09204877011,2552.073411566599,2552.073411566599,2552.073411566599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.073411566599,2552.073411566599,2552.073411566599,0,0,0,91401.82959656142,120258.624086015,103971.09204877011,103971.09204877011,106523.1654603367
2020-05-24T00:00:00Z,104962.39189434996,-8144.0745692851815,-8144.0745692851815,-8144.0745692851815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.0745692851815,-8144.0745692851815,-8144.0745692851815,0,0,0,81947.50437632203,111200.0201665283,104962.39189434996,104962.39189434996,96818.31732506478
