ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,holidays,holidays_lower,holidays_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (Observed),Independence Day (Observed)_lower,Independence Day (Observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2020-02-01T00:00:00Z,-2532.036558461147,2552.073411566105,2552.073411566105,2552.073411566105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.073411566105,2552.073411566105,2552.073411566105,0,0,0,-15008.569124117992,13872.057517936668,-2532.036558461147,-2532.036558461147,20.036853104958027
2020-02-02T00:00:00Z,-2185.417529677118,-8144.074569286961,-8144.074569286961,-8144.074569286961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569286961,-8144.074569286961,-8144.074569286961,0,0,0,-25182.89280395111,3974.42769420476,-2185.417529677118,-2185.417529677118,-10329.49209896408
2020-02-03T00:00:00Z,-1838.7985008930902,-11624.10143430408,-11624.10143430408,-11624.10143430408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.10143430408,-11624.10143430408,-11624.10143430408,0,0,0,-27772.242107215036,2097.5274878089904,-1838.7985008930902,-1838.7985008930902,-13462.89993519717
2020-02-04T00:00:00Z,-1492.1794625887849,-2087.516490353565,-2087.516490353565,-2087.516490353565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.516490353565,-2087.516490353565,-2087.516490353565,0,0,0,-17976.772360601833,9849.11351418985,-1492.1794625887849,-1492.1794625887849,-3579.6959529423502
2020-02-05T00:00:00Z,-1145.5604242844795,3550.626255503535,3550.626255503535,3550.626255503535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.626255503535,3550.626255503535,3550.626255503535,0,0,0,-12669.207536754042,16913.990118985937,-1145.5604242844795,-1145.5604242844795,2405.0658312190553
2020-02-06T00:00:00Z,-798.9413859801733,7696.0013541157105,7696.0013541157105,7696.0013541157105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.0013541157105,7696.0013541157105,7696.0013541157105,0,0,0,-8530.147292822841,22480.116194373957,-798.9413859801733,-798.9413859801733,6897.059968135537
2020-02-07T00:00:00Z,-452.322347675869,8056.991472766882,8056.991472766882,8056.991472766882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.991472766882,8056.991472766882,8056.991472766882,0,0,0,-6323.318445158286,23464.693705274512,-452.322347675869,-452.322347675869,7604.669125091013
2020-02-08T00:00:00Z,-105.70330937156275,2552.0734115519817,2552.0734115519817,2552.0734115519817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552.0734115519817,2552.0734115519817,2552.0734115519817,0,0,0,-11361.915103021105,17421.244446359444,-105.70330937156275,-105.70330937156275,2446.370102180419
2020-02-09T00:00:00Z,240.91572893274153,-8144.074569292523,-8144.074569292523,-8144.074569292523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8144.074569292523,-8144.074569292523,-8144.074569292523,0,0,0,-22955.603797925633,7074.025995461969,240.91572893274153,240.91572893274153,-7903.158840359782
2020-02-10T00:00:00Z,587.5347600543818,-11624.101434298454,-11624.101434298454,-11624.101434298454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624.101434298454,-11624.101434298454,-11624.101434298454,0,0,0,-26132.782615639877,3522.463196736252,587.5347600543818,587.5347600543818,-11036.566674244074
2020-02-11T00:00:00Z,934.1537911760201,-2087.5164903847767,-2087.5164903847767,-2087.5164903847767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2087.5164903847767,-2087.5164903847767,-2087.5164903847767,0,0,0,-15534.962144203773,13138.071749116296,934.1537911760201,934.1537911760201,-1153.3626992087566
